day,temperature,temperature_scaled
1,10.769814080348889,-1.4093066800880665
2,12.28678961956942,-1.1879355648434644
3,9.3212100124328,-1.6207003972387244
4,15.32704969532706,-0.7442726670554566
5,16.280558377907656,-0.605127852257232
6,15.261813600486327,-0.75379252198767
7,13.948855774796852,-0.9453914836237635
8,16.712718465713863,-0.5420630511919347
9,17.19254675501777,-0.47204206483925126
10,15.825347924758145,-0.6715563760398152
11,14.113885167807902,-0.9213088667097376
12,15.296706553471774,-0.7487006192398282
13,15.288902948338604,-0.7498393935487047
14,12.358276153007214,-1.1775035880429512
15,9.332248963854578,-1.619089491245721
16,10.914094896348228,-1.388251887627414
17,11.74834939351636,-1.266509747651427
18,9.490519018089984,-1.5959932596255868
19,12.683435008709685,-1.130053397411993
20,9.260023418133072,-1.6296293115606453
21,9.356239118793992,-1.6155886257297498
22,10.48253541739252,-1.4512290422886507
23,5.540598837530309,-2.1724021817806185
24,10.196041830498332,-1.493036838921799
25,8.905986432043303,-1.6812936663391016
26,12.148875417089052,-1.2080612821156338
27,14.701191065869546,-0.8356037526309417
28,13.374556189019058,-1.0291985961982142
29,16.382659084514625,-0.5902283718737446
30,17.768835148564282,-0.3879447270222797
31,19.178278739588432,-0.18226566921776619
32,19.631354357690277,-0.11614868033020706
33,17.451841609073547,-0.43420335911495994
34,19.79759613339105,-0.0918891413095367
35,22.418261546979185,0.29054261865612174
36,22.575999486659786,0.3135611991939613
37,21.77789522647176,0.19709443648658534
38,22.62391372494314,0.3205532884469837
39,22.320499626543427,0.2762762941203695
40,24.014288978354976,0.5234497178873857
41,22.742671065224872,0.3378834590278212
42,24.30754076137086,0.5662437330677824
43,19.095989458776003,-0.19427408292988427
44,21.824362180756776,0.20387532465923142
45,17.07485031398388,-0.4892174191797571
46,17.854928604214063,-0.3753811728978364
47,18.925021394391894,-0.2192233257524602
48,14.553599346948234,-0.8571417026991853
49,15.447921479570905,-0.7266339372355851
50,18.08449821804552,-0.341880249431229
51,15.591555852307376,-0.7056734797607932
52,18.530045917770774,-0.27686180408864547
53,15.466256149539127,-0.7239583724465888
54,15.730395912288454,-0.6854126527902862
55,15.554750548762968,-0.711044450407247
56,17.24832575566278,-0.46390227664836187
57,17.228321509834412,-0.4668214814042463
58,19.614764104937365,-0.11856968360886849
59,18.735869222741837,-0.24682616186056727
60,22.40918482477148,0.28921805931687383
61,24.213543347673436,0.5525267602080891
62,25.219251174464908,0.6992889574030746
63,26.957722079590724,0.9529827271033697
64,25.454934786302385,0.7336820920637339
65,27.292661600359075,1.0018602029327301
66,28.2293440543165,1.1385495786685778
67,30.102313838804086,1.4118706700716102
68,26.900839421807344,0.9446818830448992
69,26.26259293748898,0.8515430469980756
70,30.40792983090981,1.4564689851135209
71,27.83972056629064,1.0816921120583418
72,28.558790993898445,1.1866255261994456
73,26.616766535943977,0.9032273375176598
74,27.32105441994844,1.006003546035458
75,24.673267356029942,0.6196139437541671
76,23.01744638917254,0.3779812182410298
77,21.62589160496206,0.17491266074608094
78,24.031868732269608,0.5260151183366291
79,24.287255273128157,0.5632834868149814
80,24.37859659608275,0.5766128583226894
81,21.356661720881345,0.13562414345940996
82,21.355351690881665,0.13543297175325186
83,20.07049123087661,-0.0520657621493139
84,22.41143946891821,0.28954707786485784
85,24.06560370518883,0.5309380379123213
86,21.101623607974933,0.09840662081367169
87,24.313845293624105,0.5671637487832064
88,29.673558575118324,1.349302732464732
89,25.127172474909063,0.6858519810748842
90,29.857699354216837,1.3761742597749174
91,29.56239587824998,1.3330808425639973
92,29.48883934528384,1.3223467922677032
93,29.511131551769285,1.3255998774252147
94,31.155693790108355,1.5655896250366648
95,33.346930173431666,1.8853551251383187
96,33.711857090976146,1.9386086395365179
97,35.85936646267083,2.251993089265061
98,33.24346973892372,1.8702572206707997
99,30.51042374521567,1.4714258460048517
100,33.53109867306652,1.9122306976858117
